id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Deya Cortez,Thank you for reacting this song and the group. Looking forward to your other videos-From Philippines,0,101,1,Positive,1,Request,,,,
A Isidorows,Thank you taetae for giving a review to SB19,0,44,1,Positive,0,Not-Request,,,,
Reydien Encanto,"its pure pilipino,all mumbers.im so proud that the sb19.thanks for coment",0,73,1,Positive,0,Not-Request,,,,
Genevieve Inot,Hope youll watch their live performances  ,0,42,33,SS,1,Request,,,,
Vina Agbisit,Thank u for ur reaction for this group sb19 they trained under korean company but theyre ppop first kind of group pop in the Philippines theyre really talented and theyre trending.,0,180,1,Positive,0,Not-Request,,,,
RUCHIE VILLEGAS,# Sb 19 (Sound Break 19) want to promote us the OPM style in music industry in our country Philippines .Its a collaboration of Korean management Showbt. Thank you for reacting their music.Please do more reactions video of their songs.#Hanggang sa huli Tilaluha,0,260,1,Positive,1,Request,,,,
K Medina,PLS REACT TO TILALUHA BY SB19,0,29,33,SS,1,Request,,,,
Miarzyl Libradilla,Hello tae tae! Please also react to their song tilaluha!,0,56,33,SS,1,Request,,,,
Lanie B.,"After doing a reaction video of ""Akin ka nalang"" (Please be mine) TaeTae please react to this another Video of Morissette Amon singing ""Pangarap ko ang Ibigin ka"" (Loving you is my dream)  with lots of challenges while she's singing. Make sure to do a reaction video to it! You'll be amazed! PLEASE PLEASE PLEASE https://youtu.be/4Q2E23HZ8Mk We love you from Philippines ..",0,373,33,SS,1,Request,,,,
Equinox Gizmo,Go Up composer is a koreanLyrics made by SB19,0,45,33,SS,0,Not-Request,,,,
MyCode,"The sound/choreo is very familiar to kpop listeners, while also incorporating that Filipino sound.Their Vocals and Dancing are good. The choreo too is good.",0,156,33,SS,0,Not-Request,,,,
shemale T,"Hi po, you can react to their live music in Wish 107.5 SB19 GO UP. thank you :) your new Subscriber here ",0,105,1,Positive,1,Request,,,,
"Peter Miflores, Rph",Pls do reaact to their dance practice!!,0,39,33,SS,1,Request,,,,
ChicKEN,That name though... &  Akosidogie join the comment box If you know what I mean. Don't mind me I just joking around. Don't be so serious here…,0,143,33,SS,0,Not-Request,,,,
Sayn Jimin,Tae tae si dogie yan eh,0,23,0,Negative,0,Not-Request,,,,
aprilyn Biala,two of them meet BTS there compete each other in dance competition,0,66,33,SS,0,Not-Request,,,,
karl gonzales,Tae Tae ,0,8,33,SS,0,Not-Request,,,,
ron cavicz,Hello sir taetae! Please make reaction to SB19 - GO UP [Dance Practice] with 1.4M Views. Thanks ,3,96,33,SS,1,Request,,,,
Haebom Azrael,"I just want to say that they really did well in integrating the korean style in music and tagalog lyrics. Its like hearing a kpop music but at the same time not. They are slowly getting recognition here in the Phil. And I'm also a fan of SB19 because of their vocals, if you watch their other songs you will see how good their vocals. And also because of their chereography which is so clean, and if you noticed there are lots of break dance movements which is very popular here in the Phil. I hope they can be very popular. ",0,525,1,Positive,0,Not-Request,,,,
Alana Mochizuki,the song GO UP they compose it on their own SB19  from philippines here,0,71,33,SS,0,Not-Request,,,,
Ji Yeong Choi,"Hello please react to Yohan Hwang and Kristel Fulgar ""MABAGAL KOR. VER.""",0,72,33,SS,1,Request,,,,
jade jade,please react to Go Up 2x speed challenge ,0,41,33,SS,1,Request,,,,
Michelle Macalalad,you have to react to thier song tilaluha,0,40,33,SS,1,Request,,,,
Jenelyn Galos,"New subscriber here Please react also onntheir cover song of BTS,ExO etc. You will really appreciate thier vocals please.. ",0,123,1,Positive,1,Request,,,,
J I,You should also react to Tilaluha,0,33,33,SS,1,Request,,,,
Eyyy Khu,Thank you so much for this!!!  #SB19,5,36,1,Positive,0,Not-Request,,,,
Josa Mhay Blanco,Thanks for the honest review and reaction. Also please react to their dance practice and 2x dance challenge. ,0,109,1,Positive,1,Request,,,,
trishaline Garcia,They sang  bang bang also you must react too it.The 2x  practice of this song is good too.,1,90,33,SS,1,Request,,,,
cherrycherry love,hi :) thanks for reacting to SB19 . can you please react to their dance practice ? hihi thank you ,1,98,1,Positive,1,Request,,,,
KikayC,"Speaking for MYSELF as a Filipino, i was expecting more of an OPM sound. If they lyrics of the song was not in Tagalog, I would assume it is a Korean idol group because the korean-ness stands out so much. But kudos to the boys; they are very talented.",0,251,33,SS,1,Request,,,,
rowena arzadon,Please react on their dance practice video kamsahamnida saranghae ,0,66,33,SS,1,Request,,,,
Luisa,Thanks for reacting! Please react to their unreleased song Hanggang sa Huli and Tilaluha. They show their vocal skills on those songs.,0,134,1,Positive,1,Request,,,,
kim sgsmnd,"no matter what you say in your so called ""koreans standpoint"", i would like to make it a point also that sb19's lyrics on this pop song has more deep and meaningful lines than most of popular kpop songs",0,202,33,SS,0,Not-Request,,,,
Jen Ric,Two are ugly. Thats my perspective lol. But they are talented,0,61,33,SS,0,Not-Request,,,,
Alvie co-se,Thankyou so much taetate oppa for the honest review hope you do a SB19 Dance Pratctice reaction too! Proud SB19 Fangirling here!,0,128,1,Positive,1,Request,,,,
sammy park,You should watch their dance video of this MV and you could see how talented they are.,0,86,33,SS,1,Request,,,,
ahgastay,"As a filipino, regardless of being a kpop fan, this is new for me this is new for an opm or p-pop music. Most of the filipino songs are ballad. This is rare for a lot of Filipino people because of the influence of korean style. And what will they expect? they were formed by a korean company.",0,292,33,SS,0,Not-Request,,,,
Grace Yan,You can also sb 19 dance practice they are really good. Thanks,0,62,33,SS,1,Request,,,,
Rosenne Lovely,"Please react ""Balang Araw"" by Budakhel and katrina..",0,52,33,SS,1,Request,,,,
Rolyn Java,"Hi please react to O.C. Dawgs ""Pauwi na ako"" on wish bus. Rnb/hiphop filipino group for a new content",0,101,33,SS,1,Request,,,,
  ,Please react SB19 Go Up on Wish Bus ,0,36,33,SS,1,Request,,,,
Jah Castillo,"Hi  im new here in your channel, and i just want to say thank you for reacting on sb19. Mv Go Up. Maybe you can also check their song Tilaluha, and as of now sb19  here in the Philippines  is having their legacy as the first group that trained in Showbt.",0,254,1,Positive,0,Not-Request,,,,
Emmelyn Nazareno,Hi! You might want to check their debut song Tilaluha as well. You'll be amazed by their vocals. Thank you for appreciating Filipino talent! More power to your channel. ,0,169,1,Positive,1,Request,,,,
Mik Jackson,Can you make a reaction video of their grow up practice video too ,0,66,33,SS,1,Request,,,,
found ya,Please react to their cover of BIGBANG - Bang Bang Bang,0,55,33,SS,1,Request,,,,
James Indac,"They are so talented . Ken know how to play piano , guitar and he can do beatbox. .. and all of them can rap  .",0,111,33,SS,0,Not-Request,,,,
Patrick Villegas,Thank you for reacting SB19 AURUMS HERE,0,39,1,Positive,0,Not-Request,,,,
A'TIN ng SB19 Warrior of BTS,Thank you so much  I love your reaction... looking forward for more reaction about SB19 performance.,0,100,1,Positive,1,Request,,,,
Kei Zee,"Hi Taetae, I'm a new subscriber I like the way you check every part of the song. Kindly listen to SB19's Hanggang sa Huli and Tilaluha this will focus their vocals instead of dance. Thanks a lot!",0,195,1,Positive,0,Not-Request,,,,
Hazel Pantua,"Im a Filipino and i think they are very well trained like other kpop groups and their vocals are really good , the song is also catchy with kpop style! I'm now LSS with this song!!",0,180,33,SS,0,Not-Request,,,,
Gie Tee,"New subies here ,",0,17,1,Positive,0,Not-Request,,,,
  ,Thank you for reacting to P pop,0,31,1,Positive,0,Not-Request,,,,
AJ Bulac,"Thank you for giving your honest opinion and youre standing on behalf of the Koreans. Boy band was not new in the Philippines, if you do some research. SB19 is a new boy band group that set a new par to P-pop industry. In our perspective, it is fresh and new to our ears though we hear it like k-pop but when they use Tagalog lyrics it feels so new and we like it. P-pop is now starting to evolve. I also get your point that you are sad because you are expecting to have some power (I dont know what kind of powers or angst you are trying to say) but for us it set its par! We love the music, we love the message and we like the style. Very fresh to our eyes and ears. Vocal wise they are superb! Great blending! I hear high and low notes combined! Isnt great right? Anyways, I really appreciate your work as well.",0,814,1,Positive,0,Not-Request,,,,
Hashi,Ulomoho,0,7,33,SS,0,Not-Request,,,,
Toyang Albina,Thank you for the reaction. It would be nice for you to check the lyrics as well :) this song isn't about typical love theme bit of their dreams...,0,147,1,Positive,0,Not-Request,,,,
Little Mermaid,Please react to Sarah Geronimo's Isa Pang Araw. She is a legendary singer here in the Philippines. She mentored Morissette Amon.,0,128,33,SS,1,Request,,,,
Annamilah B,Please react SB19 on wish 107.5 live performance ,0,49,33,SS,1,Request,,,,
Raych Lee,"Hi Taetae! First, we would like to thank you for reviewing our boys, SB19 MV Go Up. In terms of the groups popularity, they are now pretty much recognized here in Philippines because of a new style of Pop music. Yes, it's somewhat similar to Kpop but their goal is to break into thr PH's music scene with a fresh kind of  song and as a Filipino, we are proud that we have an idol group like SB19. If you have time  and want to review/react more on their vocal skills, you may search the live performances of their songs ""TILALUHA"" in NET25 LETTERS & MUSIC and ""HANGGANG SA HULI"" uploaded by RIDER PH STUDIOS. Hope to see more videos of our boys, SB19 in your channel. Maraming Salamat po, Taetae!  proud Aurum here ",0,715,1,Positive,1,Request,,,,
micho474,"The first time I watched SB19 it was their performance on the Wish Bus and they were good and I still felt it was Filipino OPM music but because the talent was obviously there I got intrigued and researched on this group . I was amazed at their dancing skills and the synchrony was awesome!! Their KPoP style training was evident but it was ultimately  their talent, hard work and dedication that made them stand out. This is a First in PPop ( (Pinoy POP) and the bar has been raised for other boyband  groups in the country.",0,525,33,SS,0,Not-Request,,,,
Jafet style,React to their dance practice,0,29,33,SS,1,Request,,,,
Pink Panther,"Hi, thanks for making this review, i love to hear about Korean's opinion about SB19 specially coming from a vocal trainer like you, mainly because you are speaking about Kpop standards. It just means that, they just need to improve on some areas of their song making and vocal abilities. Which I believe and trust that they will be able to do it in the coming days. I've always wondered about the kind of training kpop idols have, and now i'm seeing the result. These boys are indeed talented. And they give this fresh vibes through this song.. To be honest, I never thought that a boy group would come this close to Kpop standards, I was one of those critic of the boy groups that debuted here in the Philippines. Yes, we have talented singers. We also have talented dancers. But to rock both worlds and in a group is kind of another level. And they are the first boy group here in the Philippines who passed that standard, in my own opinion. They don't sound and look like trying hard, and they're not cringey. I've never been this proud to call it our own. I can almost see the big picture that one of these coming days, P-Pop idol groups are the next big thing here in the Philippines. and SB19 will be one of the BIG pioneers. ^_^",0,1235,1,Positive,0,Not-Request,,,,
Primo Geogy,Hello Mr. TaeTae please react to sb19 tilaluha and hanggang sa huli. Please. ,0,77,33,SS,1,Request,,,,
Joeliz kim,Make a review of there song tilaluha and Hanggang sa huli pls :) thank you,1,74,33,SS,1,Request,,,,
Allea Socorro,Please do reaction video on their dance practice and GO UP Live at Wish 107.5 Bus  Philippine Aurums will like it for suree. I love your reaction video on their music video. Thankyouuu I hope you will grant our request ,0,219,33,SS,1,Request,,,,
MyCode,"Being a Shawol, I am familiar to the different sounds of kpop, well specially from the different sounds SHINee introduced.And I actually found out about SB19 just recently from Filipino co-Shawols who also got to know them somehow.At first it was awkward coz I actually understood the lyrics right when I listened to it, but the sound was very familiar. Next thing I caught was the vocals..  vocals and dancing are nice.",0,420,33,SS,0,Not-Request,,,,
Jewel Reyes,Please react on SB19's tilaluha official Music Video  Thank you!,0,64,33,SS,1,Request,,,,
Diana Salenga,Yung ang dami niyang sinasabi pero pag dating sa subtitle kakonti lang? Hahahahaha ,0,83,0,Negative,0,Not-Request,,,,
Konic,Thank you for this!!! <3,0,24,1,Positive,0,Not-Request,,,,
Angelyka Untalan,Please react the Go UP Dance pratice of SB19 :),0,47,33,SS,1,Request,,,,
Reydien Encanto,i love this sb19.,0,17,33,SS,0,Not-Request,,,,
mako 143,"Plss, react to sb19 dance practice ",0,35,33,SS,1,Request,,,,
Zenaida Santos,Please react to hanggang sa huli live by sb19,0,45,33,SS,1,Request,,,,
Mel-lenial Vlogs,Ako lang ba yung nagbabasa ng comments habang binabasa din yung subtitle ng video ,0,82,33,SS,0,Not-Request,,,,
reylyn nual,Request me. 1st song single tntboys.,0,36,33,SS,0,Not-Request,,,,
Joann Ataat,Thank u very much for this Reaction. I was really waiting u to React and review SB19 vocal. Im not sure u read my request.,1,122,1,Positive,0,Not-Request,,,,
Nikka Anne,"Of all the reaction videos about sb19, yours is truly outstanding. Thank you for the honest review about this boygroup that we are all loving right now as Filipinos. Yes you're right. It has a twist of kpop that's why Filipinos are easily loving them as well because of the former boy group bands in Korea that most of us Filipinos love. They are all being trained by Korean trainers that's why they're having this kind of discipline when it comes to bringing themselves up as they continually becoming popular here. Thank you for wishing them the best in the near future. I am their fan. It's actually my first time to admire a boygroup because they're from the Philippines. hope you'll review some of their videos aside from this one, too. Will be subscribing your videos from now on. Thank you so much. :) :)",0,811,1,Positive,1,Request,,,,
Saerin Lee,Hi Taetae if you want to see or hear more of their vocals please react to SB19 'Tilaluha' and also their other songs. And i know you won't get disappointed with it. Thank you .,0,176,33,SS,1,Request,,,,
Supremo Douglas,Hello mga kaAurums sana po panuorin niyo ang Reaction video ko sa MV na Go Up!https://youtu.be/pLHm7m3gYFo-payakap na rin po ako. Thank you,0,139,33,SS,1,Request,,,,
Army MOA,"Thankyou for giving your reaction and review about SB19. They are truly great singers and performers, it is actually my first time to support such group within our country. I admire their hard work and dedication in trying to promote P-pop songs. Though some would misunderstand them, I could see their clear and pure intention. I hope you would view their dance practice on their song Go Up  so that you would clearly see how great their dancing skills are and other songs that would really show you how excellent their vocals are. Thank you and looking forward for more of your video reactions ",0,596,1,Positive,1,Request,,,,
It's Just Trish,"무엇보다도 그들의 동영상에 반응해 주셔서 감사합니다  그들은 사실 이곳 필리핀에서 매우 인기가 있습니다  비록 그들의 노래가 한국 프로듀서(리얼브로스의 이오원)에 의해 만들어졌지만, 그들은 실제로 그들의 노래 Go Up의 가사를 썼습니다 이 뮤직비디오를 위해서 안무까지 꾸몄는데 보컬로 보면 Wish107. 5 유튜브 채널에서 볼 수 있는 이 노래의 라이브 무대를 확인할 수 있습니다문법을 잘못해서 미안해요, 저는 한국어를 잘 못해요 하지만 제 말을 이해하셨으면 좋겠어요 ",1,264,1,Positive,0,Not-Request,,,,
Kate Perges,"Please listen to SB19 wish bus ""GO UP""",0,38,33,SS,1,Request,,,,
마일라 티비Mylah TV,Please try to watch their Dance practice. I wonder what will be your reaction.,0,78,33,SS,1,Request,,,,
shemale T,You can change your location setting to Philippines here in yt you can see it in trending list of sb19 ,0,103,33,SS,1,Request,,,,
Jorlyn Abalon,"SB19 can sing in korean ,english language and all of them can rap...Try to react TILALUHA..  Thankyou for your reaction by the way im your new subscriber..",0,155,1,Positive,1,Request,,,,
omega white last,Taetae-dogie,0,12,0,Negative,0,Not-Request,,,,
NeP-C Ledesma,"Hi, Taetae. I'm Nep-c from Davao City, Philippines. In my opinion, the vocal parts are very Korean (I think of Shinee), but the rap parts are very Filipino (Al James and Shanti Dope). ",0,184,33,SS,0,Not-Request,,,,
Kyungsoo Sensei,On point review. Thank you,0,26,33,SS,0,Not-Request,,,,
Rei Schwartz,please react to their dance practice,0,36,33,SS,1,Request,,,,
otaku chill,ooohhh you should've watch their dance practice of GO UP..it's more cool...and 2x speed challenge,0,97,33,SS,1,Request,,,,
Venus Frias,"im Filipino,SB19 wrote the lyrics of this song, its a very good start for these boys, they definitely will ""Go Up"", their vocals in ""Tila Luha"" OMG very crisp and clean, they surpassed our expectations",0,201,33,SS,0,Not-Request,,,,
Denise Agustin,"hi TaeTae, please make a reaction video of Mabagal (Korean and Tagalog cover by Kristel Fulgar and Yohan Hwang) - Daniel Padilla and Moira",0,138,33,SS,1,Request,,,,
Ariam Ateyab,its nice to watch your another reaction video again!,0,52,1,Positive,0,Not-Request,,,,
Shai Kamsa,hi new subscriber here  from Philippines thank you for review sb19,0,66,1,Positive,0,Not-Request,,,,
Angela Kate,"As a filipino, its kind of refreshing and i love playing it again and again and I'm always listening to kpop music so its kind of like there's a familiarity, the beat is not that new to my ears anymore. Which makes me love this song so much because i can understand it plus with the kpop vibes in it. And I'm glad that they labeled their song as ppop",0,350,33,SS,0,Not-Request,,,,
Kpop Fangirl,Please react to Sarah Geronimo ISA PANG ARAW,0,44,33,SS,1,Request,,,,
lovely you,Thank you for your good reactions God bless you#SB19forever,0,59,1,Positive,0,Not-Request,,,,
Negra25 BaQ,Please react their dance practice also,0,38,33,SS,1,Request,,,,
YonceBae Lago,Hyung  thank you for reacting To Our SB19 bebe and we Pinoy think that the Song has its own Angas And Please react to their Dance Practice aswell and their Dance on Love Shot And Shine of Pentagon its really nice aswell Im subcribin to you now ,4,244,1,Positive,1,Request,,,,
Venmarie Berg,Did you already watch their dance practice video of Go Up? That's one of the reason why these guys went viral.PLEASE WATCH THE DANCE PRACTICE VIDEO and show us your reaction!!!!! ,0,179,33,SS,1,Request,,,,
michael lindsay,lol Taetae I think in Filipino standards the members arent very goodlooking but many people believe their looks will improve overtime because of age and cosmetic surgeries.anyway I really like them for their hardwork and talent.,0,228,33,SS,0,Not-Request,,,,
Mae Cabalfin,Please react to SB19 KEN SINGING MUNDO,0,38,33,SS,1,Request,,,,
Patrick Villegas,Ayieee,0,6,33,SS,0,Not-Request,,,,
jhade vlogs,Check out their dance practice they are really good dancers go!! Sb19,0,69,33,SS,1,Request,,,,
Eve Calces,Thanks for your reaction!  Please react to ZBOYS & ZGIRLS,0,57,1,Positive,1,Request,,,,
CJ Fernando,Salamat po ,0,11,33,SS,0,Not-Request,,,,
Fullmetalj Aimoc,Go up SB19!!!!! Awesome reaction!,0,33,1,Positive,0,Not-Request,,,,
mangekyusharingan88,tnx bro for reacting to our boys  ,0,34,1,Positive,0,Not-Request,,,,
You Know What Im Sayin,Tae tae dogie hahaha,0,20,0,Negative,0,Not-Request,,,,
Romnick Orilla,Try to react to sb19 dance practice to Go up,0,44,33,SS,1,Request,,,,
Jeniver Caumban,"I thought its kpop the first ti,e i view it nice and lively love it",0,67,33,SS,0,Not-Request,,,,
Karen Socobos,Please react them on wish bus 107.5..,0,37,33,SS,1,Request,,,,
jhadie tan,i feel good about it,0,20,1,Positive,0,Not-Request,,,,
Catherine Lopez,I recommend that you must watch their live performance which they did not lip sync but they sing with their org. voice.Hope you watch that kuya.,0,144,33,SS,1,Request,,,,
J Pey,Hope someday PHILIPPINES & KOREANS singers make collab someday on the stage ..  Thank you TAETAE for reaction of SB19 ..  greetings from your pinoy subcribers ..,0,161,1,Positive,0,Not-Request,,,,
LeeCee.sb19ph,에스비19에 대한 너의 솔직한 반응에 감사합니다 ,0,27,1,Positive,0,Not-Request,,,,
Saleen Aguilar,"For my own perspective, it is really new to us filipino's to hear a tagalog song in a kpop style. We prefered to call it Ppop or Pinoy Pop. You're right that their song doesn't have that much impact. I think its because the meaning of this song is motivational. So they tend to make it simple. They have another song. Tilaluha and hanggang sa huli. That song made their vocals more visible? Sorry i don't know the right term for that. You can hear their vocal range on that song. Please try to listen to it.",0,507,33,SS,1,Request,,,,
Little Joy,Thank you so much,1,17,1,Positive,0,Not-Request,,,,
JeyEm EsEl,Thanks for reviewing SB19,0,25,1,Positive,0,Not-Request,,,,
JUSEVA,"As a Filipino I really do feel like they are a special group. I always figured that there are so many Filipinos that are just as capable of pulling off some kpop type of styles and this is in the sense that they arent necessarily copying kpop or anything like that, rather it still feels natural to Filipinos. In terms of hairstyle n looks n all, yeah it does seem Korean like because their hair is colored, etc and that style is pretty popular among kpop but I feel like that style isnt just limited to Koreans and it goes to show that even Filipinos could pull it off",0,569,33,SS,0,Not-Request,,,,
Kristeline Dalope,Please do a reaction video of their practice,0,44,33,SS,1,Request,,,,
Kim minkyu,If u want to listen there vocal please do reaction vedio on bus vedio,0,69,33,SS,1,Request,,,,
Terius Gaming,Ang unti nung engsub haha . May iba pansyang sinsabi na medyo naiintindhan ko ,0,78,33,SS,1,Request,,,,
Heather Kim,"Noooo....In my opinion, The group's members wasn't based from the faces, it's their talents that made the company chosed them, they are all handsome though ",0,156,0,Negative,0,Not-Request,,,,
Lea Marie Adto,Thanks for reacting to SB19,0,27,1,Positive,0,Not-Request,,,,
YURI M,Can you react to their dance practice please,0,44,33,SS,1,Request,,,,
pnoi808,Can you do a review of yohan hes Korean singer who is very popular in the Philippines. He sings both Tagalog and in Korean please do him,0,136,33,SS,1,Request,,,,
Kim minkyu,Please do reaction vedio on there practice vedio kamsamnida,0,59,33,SS,1,Request,,,,
Yuniku Inoue,"I'm someone living in the southern Philippines where the song haven't been played yet in radio stations. the song (Go up) gives a fresh vibe which IMO is the break that we need from the trend of endless filipino romantic songs. meanwhile, i cant help thinking that their debut song 'tilaluha' represents the Filipino romanticism which is dominant in the OPM (original pinoy music) industry. for now, I hope that they would promote here in the south.",0,449,33,SS,0,Not-Request,,,,
LlerdnaX Ph,Lah meh kaeyo okeh kaeyoh,0,25,33,SS,0,Not-Request,,,,
수경,Request)안녕하세요! 영상 너무 유익하게 잘 보고있어요! 개인적으로 정말 좋아하는 NCT127이 부른 No longer(나의 모든 순간)라는 노래가 있는데요 보컬도 너무 좋고 멜로디도 좋아서 혹시! 혹시나 시간 여유가 생기시면 리액션 한 번 부탁드려도 될까해서 댓글 남겨용 늘 영상 잘 챙겨볼게요!!,1,170,1,Positive,1,Request,,,,
Lala Jinnie,Please listen to their song HANGGANG SA HULI they sung it live because the song hasn't released yet officially. Thank you for your reaction ,0,140,1,Positive,1,Request,,,,
Karla Cervantes,"To be honest I've never been a big fan of Kpop but when I watched the first video of SB19, it was like.discovering a different world. It felt weirdly satisfying playing their song over and over again. Minutes later I started binge watching all their videos. I know they arent Kpop but definitely the korean influence is there. I didnt expect that pure filipino talent plus korean influence and training would come out as amazing as this. I stan SB19 big time!  thank u so much for making this reaction video..please do keep an eye on our boys  much love from dubai!",0,565,1,Positive,1,Request,,,,
Mey Rey,"Dapat inayusan man lng cla sa official video Nila na yan pra magmukha tlga clang Korean,,,eh wla man lng cla make up eh....",1,123,33,SS,0,Not-Request,,,,
Rees r,우리를 지원해 주셔서 감사합니다,0,17,1,Positive,0,Not-Request,,,,
Charmie Licious,Please react their dance practice,0,33,33,SS,1,Request,,,,
jang yong,"If you wanna heard power explosion of their vocal listen to their first song ""Tilaluha"" they dont  show on these mv becoz they want to show first their vocal..""GO UP is their second song where in thei're included in mv and show their singing and dancing..",0,255,33,SS,0,Not-Request,,,,
MyCode,"Filipino music is more on Bands and Solo Artists, not so much on Dance & Sing Groups Concept so this is very new to those not into kpop.For me, SB19 is a move to cater to the huge audience of kpop here in the Philippines (and abroad), thereby aiming to capture that market. And I think they are slowly getting that.",0,315,33,SS,0,Not-Request,,,,
not today,Do u know that tae tae in filipino means poop poop hahahha,0,58,33,SS,0,Not-Request,,,,
wendy pausanos,thank you for your very informative rewiew ,0,43,1,Positive,0,Not-Request,,,,
The Making of CPA Topnotcher,SB19's Hanggang sa Huli (Korean/Hangeul+Tagalog Version) https://youtu.be/Ff6jSH_XhF8SB19's Hanggang sa Huli (Full Tagalog Version) https://youtu.be/dTbW02o1WvM,0,160,33,SS,0,Not-Request,,,,
esembee_ hall,Ohhhhh... I like this.,0,22,1,Positive,0,Not-Request,,,,
Aerole MV,"Please React wish 107.5 they got live,  and they can sing hangul fluently",0,73,33,SS,1,Request,,,,
Rodel Ycoy,#NAME?,0,50,1,Positive,0,Not-Request,,,,
Duchess Anon,"Thanks you. If you have time, may you guys react to SB19 Go Up Dance Practice and wish live performance. They are really good vocally and their dancing is just superb. You will not regret it. Thank you and have a blessed day!",0,225,1,Positive,1,Request,,,,
Topaz Gaming,Tae Tae HAHAHA,0,14,33,SS,0,Not-Request,,,,
Mark Sanosa,Dude you talk too much. You have a lot of ideas though but id appreciate it after seeing the mv,0,95,0,Negative,1,Request,,,,
Sofia Evans,Thanks for reacting to SB19. Keep supporting them,0,49,1,Positive,1,Request,,,,
Avril Rose Juanes,Please react to their DANCE PRACTICE & 2x Speed Dance Challenge,0,63,33,SS,1,Request,,,,
Avril Rose Juanes,SB19 is really a #GAMECHANGER in the Music Industry!#OT5,0,56,33,SS,0,Not-Request,,,,
sweetie,Thank yooooou #SB19,0,19,1,Positive,0,Not-Request,,,,
Roi De Leon,Please react to Ch4rmed's Crush,0,31,33,SS,1,Request,,,,
Viola Chico,Talented guys..SB19...,0,22,33,SS,0,Not-Request,,,,
asleif zeph,"Hi taetae oppa thanks for reacting to sb19, u did guess the visual of the group and u really give this in depth review, everything you said to them is true they are fresh for us but we dont get tired on listening to them! Their music is upbeat , catchy and anyone wont be tired listening to them, they are really doing great compare to the existing boy groups because they are all talented individuals! We are very happy to have them showing and sharing their incredible talents! My bias is ken and justine",0,506,1,Positive,0,Not-Request,,,,
Mark Kun,그들의 춤 연습에 반응하십시오 ,0,17,33,SS,1,Request,,,,
Jackylyn Lambino,Can we see daehwi in your vloggggg,0,34,33,SS,1,Request,,,,
shy noona ic ,Omg...... thank u oppa ㅜㅡㅜ,2,26,1,Positive,0,Not-Request,,,,
Kena,"Im a Filipino and i am very proud of SB19... i stan 5 vocals, 5 dancers,5 rappers, 5 composers.. i stan talent",0,110,33,SS,0,Not-Request,,,,
rami Rodriguez,"Wow you have a very keen observation . Uhmm i guess the reason why you're a bit disappointed was that, like you said you're waiting for the vocal part of this song. I guess you should try to listen/watch Tilaluha and Hanggang sa Huli to gauge their vocal ability.",0,263,33,SS,0,Not-Request,,,,
Katrina violago,"for me, as a filipina sb19 gave me a new perspective in philippines music/ boy group industry. i am so tired of seeing good looking boys in television but showing mediocre talent. sb19 might not be the most handsome (they are not that bad though, very filipino) but they are the best filipino boy group as of the moment. practice will never betray you that is sb19, putting hard work and passion to their craft. unlike most filipino boy group who depends on their looks. well, i hope philippines will learn their lessons from sb19. we need talented talents!im co-aurum but im a silent fan ",0,589,33,SS,0,Not-Request,,,,
Nenita Pena,"I should be proud of them they are all filipinos,not like yg and sm they import idols from China and Thai",0,105,33,SS,0,Not-Request,,,,
Queen K'Ash,please be more honest in visual..im a filipino and i think we accept criticism as a challenge,0,93,0,Negative,0,Not-Request,,,,
Joeliz kim,The producer of the song is the producer of wannaone,0,52,33,SS,0,Not-Request,,,,
Secret Someone,Pls fix the Title its REVIEW not REAVIEWFROM INDONESIA THANK U,0,62,33,SS,1,Request,,,,
Mixable Wave239,Omg!!SB19!,0,10,33,SS,0,Not-Request,,,,
LoriaMae N.,In my opinion they can sing they have a pretty good voice.Its not because Im a filipino.Im  just saying what I thought,0,118,33,SS,0,Not-Request,,,,
ron cavicz,Hi Taetae! Please make reaction to SB19 - GO UP [Dance Practice] with 1.4M Views ,0,81,33,SS,1,Request,,,,
JesH Hh,"Plsss.. React GGV""PANGARAP KOY IBIGIN KA"" by morissette Amon.. Its very interesting ",0,84,33,SS,1,Request,,,,
Aries Dela Cruz,"please watch their Go Up dance practice and 2x speed dance challenge. And also react to their song Hanggang sa Huli, they are really good!",0,138,33,SS,1,Request,,,,
Christian Capuchino,Finally! 감사합니다 태태,0,17,1,Positive,0,Not-Request,,,,
7mayflorence,"Hi I'm a new subscriber to your chanel though.But please do another reaction or rather what u perceiveon their live vocals on their songs such as Hangang Sa Huli ,Tila Luha and Love goes.Cause I think your the most credible one to do such comments.Thank you so much. We stan Talent.We stan SB19.",0,295,1,Positive,1,Request,,,,
akihiro mamuto,Plz.react sb19 live on wish bus 107.5 they are sing together,0,60,33,SS,1,Request,,,,
SITTIE SAIRAH CASIM,Please react to SB19 GO UP ON WISH 107.5,0,40,33,SS,1,Request,,,,
Lou Saludares,I think it's because it's a dancefeelgood song that would make you groove but try listening to Tilaluha and Hanggang sa huli. There you can see how explosive they are.Edit.. dunno why but I'm laughing at this part. 12:24.. hahaha he literally hang on the airpoor ken,0,266,33,SS,0,Not-Request,,,,
Ashliyahs D,Please views their other live video also their cover Korean songs :) Aurum fans here.,0,85,33,SS,1,Request,,,,
Karen Socobos,Please react SB19 dance practice vedio..thanks,0,46,33,SS,1,Request,,,,
erish john santillan,You are right thier trying to be a kpop fans and not a filipino boyband ,0,72,33,SS,0,Not-Request,,,,
